,Unnamed: 0,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,appids,sentiment,NER
10,10,117051082,english,"Visually this game is downright inspired, a 10/10 in the visual department without a doubt. A surreal nightmare world that is just breathing with character and depth, I mean you can see in the previews how this game looks, fantastic. I called it a sort of midquel between Daggerfall and Morrowind, the sort of older style of Daggerfall but the inspiration and alien world of Morrowind.

The gameplay is fun but simple, spells are super interesting, combat is dodging based, physically moving yourself around enemies attacks as you jump back in to try and land another hit.

The lore and world are very very interesting, like genuinely so unique and fun. A world where a god-hating Inquisition rules that have deemed religion heresy. There is so much beneath the surface to discover as well, and everytime I entered a new location something new was there to suck me in. The world itself reminds me a lot of the excellent game Blasphemous.

There are many quests I've already come across in such a short amount of time, and even guilds! 

This is shaping up to be an amazing game and I'm going to be looking forward to every new update with bated breath.",1655344261,1655418970,True,11,0,0.5889023542404174,0,False,False,True,76561198080762628,622,156,132,132,122,1655421013,1574240,positive,"{'10/10': 'CARDINAL', 'Daggerfall': 'PERSON', 'Morrowind': 'PERSON', 'Inquisition': 'EVENT', 'Blasphemous': 'PERSON'}"
11,11,117216403,english,Immersive Sim/RPGs along with the recent boomer shooter trend of games that take old school fundamentals and combines them with modern ideas and surrealist aesthetics are the future of games that I'm interested in,1655610302,1655610302,True,5,0,0.5870373249053955,0,True,False,True,76561198033031479,514,3,353,353,167,1655684726,1574240,positive,{}
12,12,117141760,english,"I want to start off by saying that while I do not recommend this game, I want to see it succeed very badly. I've been excited for this game for a while now and I can't wait to see where it goes.

The visual style is beautiful with obvious inspirations such as TESIII Morrowind and a personal favorite of mine Arx Fatalis. The retro-style graphics options are a nice bonus and nicely give an old school feeling without feeling like too much or looking like lazy filters. The UI is crisp and compliments the PSX aesthetic nicely. Inspirations aside, it appears that Lovely Hellplace has done a great job at creating their own complex and interesting weird fantasy world.

The majority of gripes I've experienced are concerned with gameplay. When I think of great open world RPG's the favorite ones that come to mind incorporate freedom as early into the game as possible while allowing for seamless optional tutorials. For example: In TESIV Oblivion you quickly escape the sewers and are welcomed into a large open world that is fully explorable. BUT, when you are let out into the world the devolopers point the character straight to a small dungeon that is completely optional but the player is enticed to go there since it's already straight ahead and so close. In New Vegas you leave Doc Mitchell's house and can go wherever you would like. Many players go without realizing that Goodsprings is an optional tutorial disguised as part of the open world. These types of beginnings in games allow for significantly cleaner replayability allowing the player to choose if they want to complete that first Ayelid ruin, Goodsprings, or Seyda Neen. Dread Delusion felt as though it was going that direction and nearly has it nailed barring a few things. It would be great have other options of escaping from the initial island as it would help demonstrate how different options are always available. Perhaps smuggling yourself off of the island somehow? Maybe you forge a pass to get over the barred bridge? Find someone on the island willing to barter for a pass? There's so much potential with the start of the game I would love to see fleshed out.

The combat so far is not great. dodging is fairly useless as sprinting backwards to strafe and kite enemies is significantly more effective. The use of stamina in this game is not good. You're maximum stamina decreases it's size the more you use it. The only way to get it back is by resting. On paper it doesn't sound that bad until you realize your stamina bar is cut in half after defeating a single enemy. I won't dwell on this topic that much as I've already read a post that a developer replied to stating they are looking into improvements to the stamina system. Magic is unfortunately significantly weaker than melee. In my playthrough I put as many points as possible into making an optimal spellcaster and found that a missile spell that takes a chunk of MP did less damage to the games weakest enemy than a single sword swing with an empty stamina pool. This realistically means that if you want to have fun right now your best bet is to ignore your stamina bar and kite enemies with a melee build. I personally find that kiting enemies in melee is actually pretty fun, I just want there to be other optimal options to choose from for spellcasters. I did not play around with the stealth system so I have no comments on it. However, lockpicking is not very fun as it relies on dice rolls that are additional influenced by your main attributes and lockpicking. It would be far more fun and engaging to have a lockpicking minigame even if it's a rudimentary one.

Dread Delusion is in need of a sound overhaul. Ambient sounds are minimal with the few I've heard only being noticed while in bushes. Having more ambient noises to compliment the beautiful visual design would vastly improve immersion with the game world. Other sounds effects being added would be nice such as a sound for unsheathing your weapon, interacting with many game world objects, footsteps, heavy breathing at low stamina/exhaustion, one-liner dialogue when interacting with npc's (not full voice acting), player character grunting upon receiving heavy damage, etc.

There are of course bugs as with any early access release but I did not experience anything game breaking enough to warrant creating a new save file. The most irritating bug I experienced was an enemies model turning invisible during combat and having to fight them based on audio and their floating weapon.

Dread Delusion shows extreme promise and I have no doubt that the developers at Lovely Hellplace will be working hard at making their vision a reality. The developers are already answering numerous questions in the steam community so they clearly are taking input to heart. Unfortunately, as of now the game is not worth $20 and I think they should have released just the tutorial island as a free demo before releasing the game into early access. I will be coming back to this game in the future and will update this review as time goes on.",1655493766,1655493766,False,14,0,0.5814504027366638,0,False,False,True,76561198042376299,275,3,69,69,69,1655490833,1574240,negative,"{'Arx Fatalis': 'PERSON', 'UI': 'ORG', 'PSX': 'ORG', 'RPG': 'ORG', 'New Vegas': 'GPE', ""Doc Mitchell's"": 'ORG', 'Goodsprings': 'ORG', 'half': 'CARDINAL', 'Magic': 'ORG', 'one': 'CARDINAL', 'Lovely Hellplace': 'FAC', '20': 'MONEY'}"
13,13,117049208,english,"Overall, the concept is really amazing! I love the look and feel of the atmosphere. Everything about it feels like a fresh take. It definitely still feels like Early Access, and there are for sure mechanics that need tweaks. 
I love how intuitive the combat feels; you can physically dodge attacks and wait for openings, and that feels really nice. I haven't gotten a taste of the magic yet, unfortunately, though from the spell I saw in the store, it looks to be set around creativity, and that's always a good thing. Crafting items feels amazing so far. And talking to people is great; the dialogue is fairly organic and feels good to read through.
There are a couple things that could use a bit of adjustment. Fatigue seems to happen really fast; I like that it's a core mechanic, and I love that excessively using your stamina drains your max stamina, but it's pretty difficult to maintain at current level. I also feel like movement is a tad slow?
Again, definitely still an EA title, and hopefully the devs see this review. But overall? If they can deliver this game with some QOL features, it will be a solid experience and easily worth $20.",1655340541,1655340541,True,7,0,0.5744680762290953,0,True,False,True,76561198121431442,0,2,45,45,45,1655339641,1574240,positive,"{'Early Access': 'ORG', 'max': 'PERSON', 'EA': 'ORG', 'QOL': 'ORG', '20': 'MONEY'}"
14,14,117051252,english,"This game is definitely scratching my itch for games like Morrowind. It has a lot of fantasy weirdness to explore and discover, while also being much more accessible than the early 2000s games. 

The game is still in Early Access, but the devs seem to be pretty involved, responding to questions in the discussions and on Discord, so I have great hope for the future of this game. I'm also glad the devs decided to include quite a few options to prevent motion sickness like the FOV slider. 

Overall it's definitely worth getting. The game seems to have a lot of content already and the foreshadowed updates seem to be quite interesting. Definitely a must-have for all old The Elder Scrolls fans.",1655344618,1655344618,True,5,0,0.5717827081680297,0,True,False,True,76561198074556633,186,9,140,140,108,1655377598,1574240,positive,"{'Morrowind': 'PERSON', 'the early 2000s': 'DATE', 'Discord': 'ORG', 'FOV': 'ORG', 'The Elder Scrolls': 'WORK_OF_ART'}"
15,15,117228799,english,"Amazing, bizarre open world with corpses, metal flowers and mushrooms as flora. In the world where gods straight up disappeared You try to puzzle together what's good and what's bad. Lost in place haunted by its past You try to change the faith of many. What will You do?
The graphics remind me of ps1 era and I personally like that, it suits the atmosphere and has some kind of nostalgic touch.
Gameplay-wise it's simple and require more work to be done around it but You can just spam speed spell and jump across the map which is cool.
 I'd gladly recommend it but pay attention to the fact it's early access so it lacks content for more than 8h. It has some bugs like text not being displayed correctly, getting stuck in some places(This damn window), npcs being in locations they're not suppose to be anymore and this damn guy that refuses to be persuaded. 
There is reputation system but it's not fully used yet and also character attributes are limited, same with weapons and armors. 
If You're fine with waiting for more content You can get it now...if not than just wishlist and get it later.",1655632430,1655632430,True,4,0,0.5663514733314514,0,True,False,True,76561198036891516,446,24,678,678,678,1655584350,1574240,positive,{'npcs': 'PERSON'}
16,16,117048560,english,"It's a pretty good game. Granted, it's in early access, so there are some bugs here and there, but this already shows a lot of potential.

If you like old rpgs, this is for you.",1655339202,1655339202,True,4,0,0.559113323688507,0,True,False,True,76561198085979609,885,42,165,165,121,1655347513,1574240,positive,{}
17,17,117084723,english,"Ever play an Elder Scrolls game and thought ""This would be better if the game itself took a bunch of acid""

Well yeah, it is better.",1655402642,1655402642,True,2,0,0.5481156110763549,0,True,False,True,76561198015898660,532,26,83,104,70,1655789012,1574240,positive,{}
18,18,117055014,english,"I instantly fell in love with this game the moment I saw it pop up in my recommendation. The retro graphics, effects, and atmosphere melding together with surreal imagery and Lovecraftian horror makes for a strong visual foundation that itches my brain for exploring a lost forgotten game that was made back in the 90’s only for me to find in an attic 30 years later. I only recently started following the development for this project and the love and care that James Wragg to convince the player this is a living, breathing place of exploration and combat is inspiring. I’m highly anticipating this game’s full release, which is why I want to write this review to offer as much feedback as I can from my first experience to help this game grow to its fullest potential. This review may have some spoilers for events that happen in the game, so I will try my best to hide as much as possible that relates to a story, or just a cool moment I had.

I was engaged the moment [spoiler]I opened the cell doors to[/spoiler] begin my adventure in this bizarre colorful world. Though as I kept playing, I kept repeating the same statement over and over to myself when interacting with certain mechanics, which brings me to my first category of this review.

[h1]“Why won’t it just work?”[/h1]
As of 6/15/2022 I only have 3 hours in this game, and it’s very telling this is an early access release that has a lot of work needed to be completed. The foundation for a dynamic yet simple RPG elements are there but the cracks start to fold in when mechanics don’t really work as intended.

NPC do not follow you when asking them to follow you. They stand in place like a statue with no way to get them in gear.

Most, if not all hostile humanoid NPCs I interacted with do not move when attacked. They stand perfectly still and swing their weapons when I get close. The only ones that did move were surprisingly the bow and arrow bandits. 

All the monsters and non-human characters moved just find without any problem.

The Compass doesn’t work, and I was so sad when I sank my hard-earned gold into it just for the red needle not to move an inch.

Combat music for the first hour of the game was looping even when I wasn’t in combat. I had to mute the game’s music since it was so repetitive. It eventually stopped looping once I turned the music back on, but that lost me a lot of the immersion when settling into the world.

As of 6/15/2022 , those are the only notable bugs I encountered that breaks the games flow. These bugs were not frustrating, but more so a reminder that this is an indie game made by an individual and not a studio. Not everything is going to be perfect, and to demand perfection at this stage is not fair. However, there are a few questionable game mechanics in early game that slowly became a drag the longer I played. 
Which leads me to the next chapter:

[h1]“Fatigue is a drag and is not executed well early game.”[/h1]
Fatigue in this game is when your character gets physically tired resulting in attributes decreasing and your skills weakening. It’s harder to swing your sword, lockpick doors and chests, and speak to strangers using your charm. The longer you go without sleep and continue to drain fatigue by running, jumping, and attacking, the worse your stats get. Sleeping restored all stats and attributes just as expected. This mechanic was a welcome one in my first few hours of the game. It meant my character would need to find local inns, taverns, and cities to refuge at and gave me a reason to come back in to towns to check out shop items and see if there are new quests and secrets I missed. However, without knowing about [spoiler]Stamina potions[/spoiler] , you are completely reliant on [spoiler]spending mana to teleport to your last save point with the “hearthstone” spell you acquire in the first minutes of the game, which hopefully you set as the Wobblin Noggin inn since that is the only bed I was able to find after 3 hours of gameplay, then spending 2 coins each time you run out of fatigue and are forced to stop everything you was doing to go rest up if you are out of fatigue[/spoiler]. I assumed with a sleep mechanic I’d be able to stay in other’s beds, or abandoned beds that were left in the rubble of buildings. But none of the beds are interactable except for the one at the tavern. 

This becomes a non-issue later as you learn about [spoiler]Alchemy[/spoiler] and the ability to use the [spoiler]Academy’s teleporter system[/spoiler] , but having to pause everything you’re doing just to teleport back somewhere to pay 2 coins to refill a meter just to return back to that same spot to have enough charisma to talk to someone is… incredibly frustrating and time wasting. I hope that the Fatigue system is reworked or removed for something more traditional to depleting stamina. I am not a game designer and would not know a better replacement for such systems, but this was a big downer when trying to complete quests that required charm to progress early in the game’s beginner phase.

This game is early access. It is meant to be buggy right now because it’s a sneak peak at what’s to come. Despite the previously mentioned concerns above, I thoroughly enjoyed this game’s opening, the quests, and the world building revolved around it, and I can’t wait to play more when I get the chance. If you have the money to spare, PLEASE check out this game! The $20 price is worth it, and the value only grows as the game updates and receives all the fixes it deserves.

[b]I wish you good luck James Wragg![/b]
",1655352431,1655352431,True,5,0,0.5454545617103576,0,True,False,True,76561198063152319,191,6,574,574,183,1656045194,1574240,positive,"{'Lovecraftian': 'NORP', '90': 'CARDINAL', 'an attic 30 years later': 'DATE', 'James Wragg': 'PERSON', 'first': 'ORDINAL', '6/15/2022': 'DATE', '3 hours': 'TIME', 'Compass': 'ORG', 'the first hour': 'TIME', 'my first few hours': 'TIME', 'the first minutes': 'TIME', 'the Wobblin Noggin': 'PERSON', '2': 'CARDINAL', 'fatigue[/spoiler': 'PERSON', '20': 'MONEY', 'James Wragg![/b': 'PERSON'}"
19,19,117421550,english,"I really like the idea of a non bethesda made first person rpg existing, and I like the artstyle and atmosphere of this game a lot, but there is a ton holding me back from appreciating this game in its current form, especially if it seems to explicitly hold as an aim capturing what makes those games compelling.

- The map is terrible. I know oldschool games had bad maps, but they were an accidental not essential component of them. In a game awash with misshapen technicolor mishmash, not having any way to concretely pin down locations or landmarks and your position relative to them is incredibly painful.

- I am not properly encouraged to engage with the world in any way other than vague quests or immediately visible collectibles. I understand wanting to make combat avoidance a viable way of progressing, but removing combat having any benefit at all, and making it so lockpicking, lore interactions, sneaking about etc. all do absolutely nothing, means I'm playing this game less like an open world arpg and more like Banjo Kazooie. 
The only way to progress is to collect Jiggies, and this is not fun both because it doesn't fit the game's intended playstyle and because I have no idea where they are other than ones I am apparently permanently content locked out of by not picking different stats.

- Combat is barebones, it's like modded daggerfall in a bad way. I circlekite and wait for space, then hit the enemy once or twice. Especially considering even the most basic enemies take 10+ hits, and I in no way improve in combat efficacy by fighting them, this makes the combat a chore. Yes there are charge attacks, and they do pretty much the same damage. There's simply not enough here to make it compelling, and as of yet no area I've encountered actually permits stealth combat as opposed to just stealth avoidance.

So this becomes my game experience thus far: 

I find myself aimlessly wandering around a mapless mishmash of color, making absolutely no progress of any kind regardless of how I interact with it. The world is bereft of cities, ruins, or locales, but merely has point of interest 'nodes' specked every so often. 

I come upon a POI node tower with a drunk soldier in it, my charisma check is too low to let me access the Jiggy held in the locked room below. The room is unlockpickable of course, and you are not allowed to kill or pickpocket him to get the key as characters don't have inventories and he's invincible for some reason. I make no progress and leave.

I begin wandering aimlessly again, I find another POI node with a wheelchair bound man with memory issues in it. There is a locked door upstairs that can only be opened by having enough book smarts to tug on candlesticks, meaning I can never access the precious Jiggy inside.
I go outside to a pillar and remember the man mentioning in bold that the pillar was made by people who hide things with illusion magic. I drink my truth seeing potion that specifically mentions that it interacts with such things that I found near a random lake nearby for absolutely no reason. Drinking the potion causes no changes to the pillar, it continues to not be interactable, but the sky changes color. The limited edition potion fades and the sky changes back. I make negative progress by wasting the potion and leave.

I come upon another POI node that is a tall tower with a Jiggy in the bottom again. The door at the bottom is unlockpickable as it is apparently barred from the inside. I prepare to leave, but then notice I might be able to get inside the top. I use my typically useless high agility stat to get 0 EXP by jumping up to a ledge to let me access the upstairs. Inside are three macguffins that require the lore stat to interact with, and no way of accessing the bottom of the tower with the Jiggy in it. I make no progress and leave.

I come upon a POI node with a wizard that has made several terrible spells and can't get into magic school. He tells me you need a letter of recommendation to get in. I get a quest telling me that people who can give letters of recommendation exist. Very oldschool, very cool. I make no progress and leave.

I visit what I vaguely remember is the lake area where I got the forbidden potion of truth seeing that did absolutely nothing at the designated use a truth seeing potion location. 
I decide to fight the giant version of a smaller enemy that lives there. After 10 minutes of waiting till he attacks then getting singular hits in, I get 0XP and he drops nothing. A notification appears onscreen telling me that Goblins, who already attack on sight, hate me more than usual now because I killed one of them that was big. I make negative progress and leave.

I do what I assume is backtracking but have no way to tell. I come upon a gap in two big rocks with an atheist soldier wandering about. He says I'm not cool enough to follow me around. I make no progress and leave.

I return to the POI node with drunk soldier inside, I have gained ore from somewhere now and want to try interacting with the previously useless furnace inside. The ore I have sucks and doesn't do anything. I make no progress and leave.

I wander aimlessly again. I continue to find arrows endlessly but no bow. I continue making no progress as nothing is lockpickable. I accidentally or on purpose retrace my steps constantly in a visually aggressive hellscape with no functioning map. I have not collected one single Jiggy aside from the one they use to explain what Jiggies are, I recall that I have not accomplished a single meaningful game act since the tutorial ended with the white haired lady saying my stat-penis was too small for me to be her sex slave. I turn off the game and cry.",1655923597,1656015659,False,6,2,0.5396860837936401,0,True,False,True,76561198012825255,566,33,149,149,149,1655928640,1574240,negative,"{'first': 'ORDINAL', 'Banjo Kazooie': 'PERSON', 'Jiggies': 'ORG', '10+': 'CARDINAL', 'Jiggy': 'PERSON', 'three': 'CARDINAL', '10 minutes': 'TIME', 'Goblins': 'ORG', 'one': 'CARDINAL', 'two': 'CARDINAL'}"
20,20,117188559,english,"I like it but it needs some work:

- Combat is very lack luster, could use some polish and refinement 
- Some items just, do not work. Like the compass doesn't actually function.
- some odd design choices here and there but-

It's okay. Story is interesting & unique. For an early access title, not bad. But not good. 
Potential is there.


EDIT: So the same day I posted this - the developer(s) fixed the compass bug.... immaculate timing lmao",1655568807,1655610210,True,3,0,0.5392670035362243,0,True,False,True,76561198082928668,532,178,20,20,13,1656000108,1574240,positive,{}
21,21,117267491,english,"Enjoying the game, it is very early access as of writing this so there are some bugs here and there but still very fun. My only real issue is the fatigue system, it depletes so quickly and it only serves to slow things down by having you go back to town, sleep, and get back to adventuring. Yes there are the potions for it but I didn't start finding those until I entered the undead zone. For me, I would say it either needs to be changed, or removed to improve the overall flow of the game.",1655687600,1655687600,True,2,0,0.5333333015441895,0,True,False,True,76561199113137860,10,4,589,589,458,1655763856,1574240,positive,{}
22,22,117078899,english,best game,1655395266,1655395266,True,2,0,0.5325203537940979,0,True,False,True,76561198070967412,0,17,160,160,150,1655399481,1574240,positive,{}
23,23,117426867,english,"I like it, it's like Cruelty Squad but in rpg form. ATM it's incredibly basic and absolutely unfinished, but it's also early access so what'd you expect? Needs a lot of work, but I love the idea of it and have hope that the devs can make it functional and exciting.",1655930894,1655930894,True,2,0,0.5321637392044067,0,True,False,True,76561198107790669,320,37,215,215,215,1655922785,1574240,positive,"{'Cruelty Squad': 'ORG', 'ATM': 'ORG'}"
24,24,117204466,english,"Wonderful artstyle and aesthetic, and the world building is excellent. A thoroughly inventive setting inhabited with many intriguing characters waiting to be fleshed out. Many of the systems in place are rudimentary, but can and should be expanded and built upon; likewise, while there is a solid chunk of gameplay already available, the hooks are in place for much of what is there to be fleshed out and continued. I am eagerly looking forward to following along as this game develops.",1655589781,1655589781,True,1,0,0.5305164456367492,0,True,False,True,76561197971133029,1101,6,305,305,271,1655594265,1574240,positive,{}
25,25,117119273,english,"Took me 8 hours to complete all of the content currently. One island you still cannot access yet and you can't complete the main quest. But it was a fun 8 hours regardless since, although it may look poorly developed, it really wasn't. There was a lot of really good writing in the game, the game play felt smooth, the map mechanic was interesting but I quickly got used to it. 1 very important thing to note is that the compass currently does not work, use the directions shown in hollow town instead. I thoroughly look forward to further updates",1655462792,1655462792,True,1,0,0.5277777910232543,0,False,True,True,76561198130563179,143,19,482,482,482,1655462558,1574240,positive,"{'8 hours': 'TIME', 'One': 'CARDINAL', 'a fun 8 hours': 'TIME', '1': 'CARDINAL'}"
26,26,117114042,english,"I kinda just got the game on a whim and I'm hooked. 3 hours played straight with no breaks. Game feels like a blend of King's Field in regards to its dark atmosphere, slow combat, and PS1 graphics, and Morrowind with its alien setting, reputation system, and emphasis on exploration. It's got a lot going for it for an early access game. The art direction is downright inspired. It reminds me of some of the more horrific monster designs of Berserk. The open world is seamless with no load screens or instances. There are bugs and I do think some things could be tweaked. The initial magic missile you get is a little underpowered. Fatigue sets in waaaaaaay too soon and permanently brings all of your stats down 1 point until you rest. Experimenting with alchemy recipes is awesome, but it'd be cool if there was a way to learn recipes so you don't just waste valuable rare ingredients. I would also prefer a manual save (but that's just me). I enjoy the game a lot. The writing is very compelling and makes the world feel alive. Combat is relatively simple, but leaves room for increased experimentation with spells, potions, and weapon swapping. I hope this gets finished soon. Definitely a recommendation from me for fans of niche RPGs.",1655452657,1655452657,True,1,0,0.5277777910232543,0,True,False,True,76561198074788581,174,19,440,440,180,1655710237,1574240,positive,"{'3 hours': 'TIME', ""King's Field"": 'ORG', 'Morrowind': 'PERSON', 'Berserk': 'GPE', '1': 'CARDINAL', 'Combat': 'ORG'}"
27,27,117217581,english,"   Of course as of this reviews writing the game is unfinished, and feels as such, but I would gladly and wholeheartedly recommend picking this up, even right now there's a good chunk of content, and a very dense world full of strange and eldritch things.
   It would be an absolute disservice to the developers creativity to compare it to anything else, but if you just had to compare it to something it'd be Morrowind, except it's not nearly as obtuse. 
  The worldbuilding that you can find at this point in the game is absolutely enthralling if in-game text is your jam, on the surface it can feel very strange but it all makes sense within the context of it's lore.
  My only real complaints are ones that stem from the fact that this is in early access but the developers are very responsive in fixing such issues.
  Definitely give it a go.",1655612315,1655612315,True,2,0,0.5259593725204467,0,True,False,True,76561198077810981,621,20,518,518,304,1656018823,1574240,positive,{}
